コード,会社名,市場区分,新市場区分,「上場維持基準の適合に向けた計画書」を開示している会社,備考
4512,わかもと製薬株式会社,市場第一部,スタンダード市場,,
4516,日本新薬株式会社,市場第一部,プライム市場,,
4519,中外製薬株式会社,市場第一部,プライム市場,,
4521,科研製薬株式会社,市場第一部,プライム市場,,
4523,エーザイ株式会社,市場第一部,プライム市場,,
4524,森下仁丹株式会社,市場第二部,スタンダード市場,,
4526,理研ビタミン株式会社,市場第一部,プライム市場,,
4527,ロート製薬株式会社,市場第一部,プライム市場,,
4528,小野薬品工業株式会社,市場第一部,プライム市場,,
4530,久光製薬株式会社,市場第一部,プライム市場,,
4531,有機合成薬品工業株式会社,市場第一部,スタンダード市場,,
4534,持田製薬株式会社,市場第一部,プライム市場,,
4536,参天製薬株式会社,市場第一部,プライム市場,,
4538,扶桑薬品工業株式会社,市場第一部,プライム市場,,
4539,日本ケミファ株式会社,市場第一部,プライム市場,✓,
4540,株式会社ツムラ,市場第一部,プライム市場,,
4541,日医工株式会社,市場第一部,プライム市場,,
4543,テルモ株式会社,市場第一部,プライム市場,,
4544,Ｈ．Ｕ．グループホールディングス株式会社,市場第一部,プライム市場,,
4547,キッセイ薬品工業株式会社,市場第一部,プライム市場,,
4548,生化学工業株式会社,市場第一部,プライム市場,,
4549,栄研化学株式会社,市場第一部,プライム市場,,
4550,日水製薬株式会社,市場第一部,プライム市場,✓,
4551,鳥居薬品株式会社,市場第一部,プライム市場,,
4552,ＪＣＲファーマ株式会社,市場第一部,プライム市場,,
4553,東和薬品株式会社,市場第一部,プライム市場,,
4554,富士製薬工業株式会社,市場第一部,プライム市場,,
4556,株式会社カイノス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
4558,株式会社中京医薬品,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
4559,ゼリア新薬工業株式会社,市場第一部,プライム市場,,
4563,アンジェス株式会社,マザーズ,グロース市場,,
4564,オンコセラピー・サイエンス株式会社,マザーズ,グロース市場,,
4565,そーせいグループ株式会社,マザーズ,グロース市場,,
4568,第一三共株式会社,市場第一部,プライム市場,,
4569,キョーリン製薬ホールディングス株式会社,市場第一部,プライム市場,,
4570,株式会社免疫生物研究所,ＪＡＳＤＡＱグロース,グロース市場,,
4571,ナノキャリア株式会社,マザーズ,グロース市場,,
4572,カルナバイオサイエンス株式会社,ＪＡＳＤＡＱグロース,グロース市場,,
4574,大幸薬品株式会社,市場第一部,プライム市場,,
4575,株式会社キャンバス,マザーズ,グロース市場,✓,
4576,株式会社デ・ウエスタン・セラピテクス研究所,ＪＡＳＤＡＱグロース,グロース市場,,
4577,ダイト株式会社,市場第一部,プライム市場,,
4578,大塚ホールディングス株式会社,市場第一部,プライム市場,,
4579,ラクオリア創薬株式会社,ＪＡＳＤＡＱグロース,グロース市場,,
4581,大正製薬ホールディングス株式会社,市場第一部,スタンダード市場,,
4582,シンバイオ製薬株式会社,ＪＡＳＤＡＱグロース,グロース市場,,
4583,株式会社カイオム・バイオサイエンス,マザーズ,グロース市場,,
4584,キッズウェル・バイオ株式会社,マザーズ,グロース市場,,
4586,株式会社メドレックス,マザーズ,グロース市場,,
4587,ペプチドリーム株式会社,市場第一部,プライム市場,,
4588,オンコリスバイオファーマ株式会社,マザーズ,グロース市場,,
4591,株式会社リボミック,マザーズ,グロース市場,,
4592,サンバイオ株式会社,マザーズ,グロース市場,,
4593,株式会社ヘリオス,マザーズ,グロース市場,,
4594,ブライトパス・バイオ株式会社,マザーズ,グロース市場,,
4595,株式会社ミズホメディー,市場第二部,スタンダード市場,,
4596,窪田製薬ホールディングス株式会社,マザーズ,グロース市場,,
4597,ソレイジア・ファーマ株式会社,マザーズ,グロース市場,,
4598,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ株式会社,マザーズ,グロース市場,,
4599,株式会社ステムリム,マザーズ,グロース市場,,
4611,大日本塗料株式会社,市場第一部,プライム市場,,
4612,日本ペイントホールディングス株式会社,市場第一部,プライム市場,,
4613,関西ペイント株式会社,市場第一部,プライム市場,,
4615,神東塗料株式会社,市場第一部,スタンダード市場,,
4616,川上塗料株式会社,市場第二部,スタンダード市場,✓,
4617,中国塗料株式会社,市場第一部,プライム市場,,
4619,日本特殊塗料株式会社,市場第一部,プライム市場,✓,
4620,藤倉化成株式会社,市場第一部,プライム市場,✓,
4621,ロックペイント株式会社,市場第二部,スタンダード市場,,
4623,株式会社アサヒペン,市場第二部,スタンダード市場,,
4624,イサム塗料株式会社,市場第二部,スタンダード市場,✓,
4625,アトミクス株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
4626,太陽ホールディングス株式会社,市場第一部,プライム市場,,
4627,ナトコ株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
4628,エスケー化研株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
4629,大伸化学株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
4631,ＤＩＣ株式会社,市場第一部,プライム市場,,
4633,サカタインクス株式会社,市場第一部,プライム市場,,
4634,東洋インキＳＣホールディングス株式会社,市場第一部,プライム市場,,
4635,東京インキ株式会社,市場第二部,スタンダード市場,,
4636,株式会社Ｔ＆Ｋ　ＴＯＫＡ,市場第一部,プライム市場,✓,
4641,株式会社アルプス技研,市場第一部,プライム市場,,
4642,オリジナル設計株式会社,市場第二部,スタンダード市場,,
4644,イマジニア株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
4645,株式会社市進ホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
4650,ＳＤエンターテイメント株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
4651,株式会社サニックス,市場第一部,プライム市場,,
4653,株式会社ダイオーズ,市場第一部,プライム市場,✓,
4657,株式会社環境管理センター,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
4658,日本空調サービス株式会社,市場第一部,プライム市場,,
4659,株式会社エイジス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
4661,株式会社オリエンタルランド,市場第一部,プライム市場,,
4662,株式会社フォーカスシステムズ,市場第一部,プライム市場,,
4664,株式会社アール・エス・シー,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
4665,株式会社ダスキン,市場第一部,プライム市場,,
4666,パーク２４株式会社,市場第一部,プライム市場,,
4667,アイサンテクノロジー株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
4668,株式会社明光ネットワークジャパン,市場第一部,プライム市場,,
4671,株式会社ファルコホールディングス,市場第一部,プライム市場,,
4673,川崎地質株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
4674,株式会社クレスコ,市場第一部,プライム市場,,
4676,株式会社フジ・メディア・ホールディングス,市場第一部,プライム市場,,
4678,株式会社秀英予備校,市場第一部,スタンダード市場,,
4679,株式会社田谷,市場第一部,スタンダード市場,,
4680,株式会社ラウンドワン,市場第一部,プライム市場,,
4681,リゾートトラスト株式会社,市場第一部,プライム市場,,
4684,株式会社オービック,市場第一部,プライム市場,,
4685,株式会社菱友システムズ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
